SEGID,FT,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0068_025.4,2.0,0.48,0.46,0.88,0.44,0.43,0.81,0.37,0.37,0.73
0068_026.5,2.0,0.5,0.45,0.89,0.46,0.41,0.82,0.38,0.36,0.74
0068_026.9,2.0,0.55,0.45,0.9,0.5,0.42,0.83,0.42,0.36,0.75
0068_027.4,2.0,0.3,0.25,0.46,0.27,0.23,0.43,0.23,0.2,0.38
0068_028.3,2.0,0.27,0.2,0.41,0.25,0.19,0.37,0.21,0.16,0.34
0068_029.3,2.0,0.37,0.28,0.51,0.34,0.26,0.47,0.28,0.23,0.42
0068_029.7,2.0,0.4,0.31,0.46,0.37,0.29,0.42,0.31,0.24,0.39
0068_030.5,2.0,0.83,0.58,0.95,0.76,0.53,0.9,0.63,0.46,0.83
0068_031.0,2.0,0.64,0.5,0.65,0.59,0.46,0.6,0.49,0.39,0.55
0068_031.5,2.0,0.48,0.41,0.55,0.44,0.38,0.51,0.37,0.32,0.47
0068_031.7,2.0,0.61,0.44,0.75,0.56,0.4,0.69,0.47,0.34,0.63
0068_032.2,2.0,0.48,0.33,0.66,0.44,0.3,0.61,0.37,0.26,0.56
0068_032.4,2.0,0.52,0.36,0.73,0.48,0.33,0.67,0.4,0.28,0.62
0068_032.7,2.0,0.52,0.39,0.81,0.48,0.36,0.75,0.39,0.31,0.69
0068_033.3,2.0,0.17,0.13,0.27,0.15,0.12,0.25,0.13,0.1,0.23
0068_033.6,2.0,0.32,0.21,0.44,0.3,0.2,0.4,0.25,0.17,0.37
0068_034.0,2.0,0.18,0.1,0.26,0.17,0.09,0.24,0.14,0.08,0.22
0068_034.5,2.0,0.23,0.1,0.23,0.21,0.09,0.21,0.18,0.08,0.19
0068_034.6,2.0,0.37,0.14,0.56,0.34,0.13,0.52,0.28,0.12,0.46
0068_036.0,2.0,0.48,0.21,0.83,0.42,0.18,0.73,0.35,0.16,0.64
0068_038.1,2.0,0.85,0.38,1.19,0.75,0.33,1.13,0.62,0.29,0.99
0068_039.2,2.0,0.85,0.37,1.13,0.78,0.34,1.11,0.65,0.3,1.0
0068_039.8,2.0,1.09,0.59,1.46,1.04,0.52,1.38,0.86,0.45,1.21
0068_040.1,2.0,0.99,0.54,1.17,0.94,0.5,1.14,0.79,0.43,1.03
0068_040.8,2.0,0.53,0.38,0.9,0.48,0.35,0.86,0.4,0.3,0.77
0068_041.3,2.0,0.54,0.35,0.92,0.5,0.32,0.84,0.42,0.28,0.76
0068_042.3,2.0,0.6,0.4,0.84,0.55,0.37,0.77,0.46,0.32,0.69
0068_043.3,2.0,0.61,0.38,0.86,0.57,0.35,0.79,0.47,0.31,0.71
0068_043.8,2.0,0.8,0.46,1.12,0.74,0.43,1.1,0.61,0.37,0.99
0068_045.1,2.0,0.76,0.48,0.94,0.7,0.44,0.89,0.58,0.38,0.82
0068_045.8,2.0,0.89,0.57,1.03,0.81,0.53,1.01,0.67,0.45,0.93
0068_046.8,2.0,1.09,0.72,1.44,1.07,0.66,1.41,0.89,0.56,1.3
0068_047.2,2.0,1.1,0.7,1.46,1.08,0.65,1.43,0.89,0.55,1.32
0068_047.8,2.0,1.05,0.67,1.33,1.03,0.62,1.3,0.85,0.52,1.2
0068_048.3,2.0,1.15,0.68,1.4,1.12,0.63,1.37,0.93,0.53,1.27
0068_049.3,2.0,1.17,0.78,1.41,1.15,0.72,1.39,0.95,0.61,1.28
0068_050.3,2.0,1.5,0.99,1.76,1.47,0.94,1.72,1.21,0.8,1.59
0068_050.7,2.0,1.55,1.2,1.87,1.51,1.17,1.83,1.25,1.0,1.69
0068_051.3,2.0,1.08,0.69,1.22,1.06,0.63,1.19,0.87,0.54,1.1
0068_052.1,2.0,1.1,0.66,1.27,1.08,0.6,1.25,0.89,0.51,1.15
0068_052.3,2.0,1.03,0.7,1.24,1.01,0.65,1.22,0.83,0.55,1.12
0068_053.1,2.0,1.09,0.9,1.48,1.07,0.86,1.45,0.88,0.73,1.34
0068_053.3,2.0,0.92,0.56,1.13,0.85,0.52,1.11,0.7,0.44,1.02
0068_054.3,2.0,0.73,0.44,1.09,0.67,0.41,1.07,0.55,0.35,0.99
0068_054.8,2.0,0.73,0.44,1.02,0.67,0.41,0.99,0.56,0.35,0.92
0068_055.7,2.0,0.59,0.48,0.91,0.54,0.44,0.86,0.45,0.37,0.79
0068_056.2,2.0,0.85,0.47,1.23,0.78,0.43,1.21,0.65,0.37,1.11
0068_056.3,2.0,0.87,0.55,1.39,0.8,0.5,1.36,0.66,0.43,1.25
0068_056.8,2.0,0.75,0.63,1.22,0.69,0.58,1.19,0.57,0.5,1.1
0068_057.3,2.0,0.68,0.63,1.33,0.62,0.58,1.31,0.52,0.49,1.21
0068_058.1,2.0,0.63,0.57,1.42,0.58,0.52,1.4,0.48,0.46,1.26
0068_058.7,2.0,1.05,0.79,1.4,1.03,0.73,1.38,0.85,0.62,1.27
0068_059.1,2.0,0.92,0.71,0.96,0.87,0.65,0.91,0.72,0.56,0.84
0068_059.5,2.0,1.2,0.6,1.37,1.17,0.55,1.35,0.97,0.47,1.24
